code,name,date,fullName,avgYld,issueDate,maturity,coupon,payPerYr,compPerYr,durT,mdurT,convT
A00102,100央債甲2,20250522,100年度甲類第2期中央政府建設公債,1.553,20110113,20310113,2.125,1,1,5.3548,5.273,1762.7325
A00104,100央債甲4,20250606,100年度甲類第4期中央政府建設公債,1.635,20110222,20410222,2.0,1,1,13.6557,13.4361,11114.8592
A00107,100央債甲7,20250729,100年度甲類第7期中央政府建設公債,1.335,20110802,20310802,1.875,1,1,5.6495,5.5751,1993.8453
A00108,100央債甲8,20250623,100年度甲類第8期中央政府建設公債,1.6051,20110822,20410822,1.875,1,1,13.9589,13.7384,11667.0361
A00201,100央債乙1,20251110,100年度乙類第1期中央政府建設公債,1.36,20110526,20310526,1.75,1,1,5.2964,5.2279,1713.2863
A01102,101央債甲2,20241210,101年度甲類第2期中央政府建設公債,1.517,20120120,20320120,1.625,1,1,6.6883,6.5884,2645.7702
A01104,101央債甲4,20250623,101年度甲類第4期中央政府建設公債,1.6141,20120213,20420213,1.75,1,1,14.5502,14.3191,12183.1102
A01107,101央債甲7,20241212,101年度甲類第7期中央政府建設公債,1.57,20120810,20320810,1.5,1,1,7.2672,7.1549,3000.3923
A01108,101央債甲8,20250305,101年度甲類第8期中央政府建設公債,1.7055,20120824,20420824,1.625,1,1,15.2401,14.9845,12955.7429
A01201,101央債乙1,20230720,101年度乙類第1期中央政府建設公債,1.2,20120316,20320316,1.625,1,1,8.1203,8.0241,3902.0967
A02101,102央債甲1,20231113,102年度甲類第 1期中央政府建設公債,1.193,20130109,20280109,1.375,1,1,4.0265,3.9791,1025.7728
A02103,102央債甲3,20250821,102年度甲類第 3期中央政府建設公債,1.3885,20130128,20330128,1.5,1,1,7.0461,6.9496,2892.3254
A02105,102央債甲5,20250923,102年度甲類第 5期中央政府建設公債,1.4901,20130226,20430226,1.75,1,1,15.1083,14.8865,13525.8847
A02108,102央債甲8,20250314,102年度甲類第 8期中央政府建設公債,1.6355,20130726,20330726,2.0,1,1,7.7153,7.5912,3553.9595
A02109,102央債甲9,20251029,102年度甲類第 9期中央政府建設公債,1.3356,20130802,20430802,2.5,1,1,14.8095,14.6144,15073.3738
A02201,102央債乙1,20250902,102年度乙類第 1期中央政府建設公債,1.36,20130321,20330321,1.75,1,1,7.0981,7.0029,3001.1996
A03103,103央債甲3,20241211,103 年度甲類第 3期中央政府建設公債,1.6,20140129,20340129,2.0,1,1,8.3262,8.1951,4182.8828
A03105,103央債甲5,20250624,103 年度甲類第 5期中央政府建設公債,1.6501,20140226,20440226,2.125,1,1,15.6783,15.424,15200.425
A03107,103央債甲7,20251022,103年度甲類第 7期中央政府建設公債,1.21,20140425,20340425,1.875,1,1,7.9001,7.8057,3807.6122
A03108,103央債甲8,20251112,103年度甲類第 8期中央政府建設公債,1.39,20140528,20440528,2.0,1,1,15.7295,15.5139,15658.0564
A03111,103央債甲11,20250306,103年度甲類第11期中央政府建設公債,1.6251,20140731,20340731,2.125,1,1,8.5525,8.4158,4417.0479
A03112,103央債甲12,20251009,103年度甲類第12期中央政府建設公債,1.443,20140804,20440804,2.25,1,1,15.7562,15.5321,16177.674
A03114,103央債甲14,20250604,103年度甲類第14期中央政府建設公債,1.5531,20141002,20341002,2.25,1,1,8.4402,8.3112,4407.9836
A03116,103央債甲16,20250603,103年度甲類第16期中央政府建設公債,1.7151,20141126,20441126,2.25,1,1,16.0297,15.7595,16307.3312
A04102,104央債甲2,20250908,104年度甲類第 2期中央政府建設公債,1.371,20150123,20350123,2.0,1,1,8.5756,8.4597,4496.995
A04104,104央債甲4,20251104,104年度甲類第 4期中央政府建設公債,1.37,20150213,20450213,2.375,1,1,15.8037,15.5901,17286.9872
A04107,104央債甲7,20250107,104年度甲類第 7期中央政府建設公債,1.6739,20150415,20350415,2.125,1,1,9.2357,9.0837,5155.2497
A04108,104央債甲8,20251107,104年度甲類第 8期中央政府建設公債,1.3865,20150515,20450515,2.375,1,1,16.0407,15.8214,17627.7364
A04111,104央債甲11,20250911,104年度甲類第11期中央政府建設公債,1.491,20150810,20450810,2.25,1,1,16.5278,16.285,17749.0256
A04114,104央債甲14,20250107,104年度甲類第14期中央政府建設公債,1.6755,20151026,20351026,1.75,1,1,9.9217,9.7583,5562.4243
A05102,105央債甲2,20250704,105 年度甲類第 2期中央政府建設公債,1.4125,20160122,20360122,1.375,1,1,9.8462,9.7091,5423.0642
A05104,105央債甲4,20251030,105 年度甲類第 4期中央政府建設公債,1.075,20160304,20260304,0.75,1,1,0.3452,0.3415,22.8134
A05106,105央債甲6,20210324,105 年度甲類第 6期中央政府建設公債,0.505,20160408,20360408,1.25,1,1,13.7376,13.6685,11877.6782
A05107,105央債甲7,20240109,105 年度甲類第 7期中央政府建設公債,1.41,20160520,20460520,1.625,1,1,18.8596,18.5974,21256.8953
A05109,105央債甲9,20250306,105 年度甲類第 9期中央政府建設公債,1.1981,20160719,20360719,1.125,1,1,10.6691,10.5422,6313.8858
A05110,105央債甲10,20240306,105 年度甲類第10期中央政府建設公債,1.351,20160805,20460805,1.375,1,1,19.3352,19.0775,21233.0805
A05111,105央債甲11,20251016,105 年度甲類第11期中央政府建設公債,1.093,20160907,20260907,0.625,1,1,0.8959,0.8862,82.8112
A05114,105央債甲14,20250312,105 年度甲類第14期中央政府建設公債,1.7405,20161125,20461125,2.0,1,1,17.8772,17.5714,19263.6888
A06103,106央債甲3,20240119,106 年度甲類第 3期中央政府建設公債,1.28,20170220,20370220,1.75,1,1,11.6904,11.5426,8316.4847
A06104,106央債甲4,20251027,106 年度甲類第 4期中央政府建設公債,1.095,20170301,20270301,1.125,1,1,1.3342,1.3197,154.0728
A06106,106央債甲6,20251104,106 年度甲類第 6期中央政府建設公債,1.39,20170526,20470526,1.875,1,1,18.0114,17.7645,20383.2437
A06108,106央債甲8,20250618,106 年度甲類第 8期中央政府建設公債,1.5555,20170818,20370818,1.5,1,1,11.0877,10.9179,6925.4591
A06109,106央債甲9,20250917,106 年度甲類第 9期中央政府建設公債,1.18,20170920,20270920,1.0,1,1,1.9815,1.9584,292.7402
A06111,106央債甲11,20250220,106 年度甲類第11期中央政府建設公債,1.725,20171124,20471124,1.625,1,1,19.1464,18.8219,20378.7448
A07102,107央債甲2,20250814,107 年度甲類第 2期中央政府建設公債,1.19,20180208,20280208,1.0,1,1,2.4598,2.4309,418.096
A07103,107央債甲3,20250923,107 年度甲類第 3期中央政府建設公債,1.415,20180313,20380313,1.375,1,1,11.4743,11.3142,7336.693
A07104,107央債甲4,20230704,107 年度甲類第 4期中央政府建設公債,1.465,20180518,20480518,1.5,1,1,20.9685,20.6657,25023.2852
A07105,107央債甲5,20241023,107 年度甲類第 5期中央政府建設公債,1.445,20180608,20280608,0.875,1,1,3.5773,3.5264,787.739
A07108,107央債甲8,20231026,107 年度甲類第 8期中央政府建設公債,1.401,20180921,20380921,1.125,1,1,13.785,13.5946,10008.5767
A07109,107央債甲9,20251020,107 年度甲類第 9期中央政府建設公債,1.13,20181017,20281017,0.875,1,1,2.969,2.9359,573.8414
A07110,107央債甲10,20220907,107 年度甲類第10期中央政府建設公債,1.79,20181109,20481109,1.375,1,1,21.738,21.356,24790.4988
A08102,108央債甲2,20241119,108 年度甲類第 2期中央政府建設公債,1.584,20190128,20390128,1.125,1,1,13.0573,12.8537,8910.542
A08103,108央債甲3,20250812,108 年度甲類第 3期中央政府建設公債,1.255,20190213,20290213,0.75,1,1,3.4656,3.4226,749.2886
A08104,108央債甲4,20231026,108 年度甲類第 4期中央政府建設公債,1.4106,20190304,20390304,1.125,1,1,14.0742,13.8785,10537.4689
A08105,108央債甲5,20251007,108 年度甲類第 5期中央政府建設公債,1.4905,20190517,20490517,1.125,1,1,20.6863,20.3826,22023.3364
A08106,108央債甲6,20250513,108 年度甲類第 6期中央政府建設公債,0.593,20190626,20290626,0.625,1,1,4.0619,4.0376,1031.655
A08108,108央債甲8,20241219,108 年度甲類第 8期中央政府建設公債,1.671,20190906,20390906,0.75,1,1,13.9228,13.694,9173.6603
A08109,108央債甲9,20240926,108 年度甲類第 9期中央政府建設公債,1.423,20191014,20291014,0.625,1,1,4.9595,4.8899,1405.1016
A08110,108央債甲10,20250908,108 年度甲類第10期中央政府建設公債,1.5652,20191108,20491108,1.0,1,1,21.2458,20.9184,22255.1815
A09102,109央債甲2,20250108,109 年度甲類第 2期中央政府建設公債,1.7215,20200117,20400117,0.75,1,1,14.1102,13.8715,9432.295
A09103,109央債甲3,20231103,109 年度甲類第 3期中央政府建設公債,1.21,20200221,20300221,0.5,1,1,6.2001,6.126,2113.7256
A09104,109央債甲4,20241216,109 年度甲類第 4期中央政府建設公債,1.66,20200309,20400309,0.5,1,1,14.6079,14.3693,9611.8364
A09105,109央債甲5,20251002,109 年度甲類第 5期中央政府建設公債,1.508,20200512,20500512,0.75,1,1,22.3143,21.983,22761.14
A09106,109央債甲6,20231103,109 年度甲類第 6期中央政府建設公債,1.21,20200611,20300611,0.375,1,1,6.5278,6.4497,2290.7898
A09108,109央債甲8,20250110,109 年度甲類第 8期中央政府建設公債,1.696,20200918,20400918,0.5,1,1,15.0679,14.8166,10052.2503
A09109,109央債甲9,20250717,109 年度甲類第 9期中央政府建設公債,1.364,20201014,20301014,0.25,1,1,5.2103,5.1402,1495.2552
A09111,109央債甲11,20250213,109 年度甲類第11期中央政府建設公債,1.741,20201127,20501127,0.375,1,1,24.4136,23.9959,22293.7462
A09112,109央債甲12,20250916,109 年度甲類第12期中央政府建設公債,1.0485,20201208,20251208,0.125,1,1,0.2301,0.2277,13.8466
A09113,109央債甲13,20241204,109 年度甲類第13期中央政府建設公債,1.595,20201229,20401229,0.375,1,1,15.5346,15.2907,10574.2165
A10101,110央債甲1,20250918,110 年度甲類第 1期中央政府建設公債,1.095,20210113,20260113,0.25,1,1,0.3233,0.3198,20.9082
A10102,110央債甲2,20230110,110 年度甲類第 2期中央政府建設公債,1.36,20210129,20410129,0.5,1,1,17.1683,16.938,13605.9431
A10103,110央債甲3,20250902,110 年度甲類第 3期中央政府建設公債,1.305,20210222,20310222,0.25,1,1,5.4405,5.3704,1620.6384
A10104,110央債甲4,20241018,110 年度甲類第 4期中央政府建設公債,1.6795,20210225,20510225,0.625,1,1,23.9955,23.5994,24046.6143
A10105,110央債甲5,20220630,110 年度甲類第 5期中央政府建設公債,1.611,20210521,20410521,0.625,1,1,17.7867,17.5045,14119.6641
A10107,110央債甲7,20251020,110 年度甲類第 7期中央政府建設公債,1.18,20210623,20310623,0.375,1,1,5.6215,5.5559,1749.4358
A10108,110央債甲8,20251027,110 年度甲類第 8期中央政府建設公債,1.07,20210729,20260729,0.25,1,1,0.7562,0.7482,64.6408
A10110,110央債甲10,20251014,110 年度甲類第10期中央政府建設公債,1.4097,20210929,20410929,0.5,1,1,15.3473,15.134,10876.275
A10111,110央債甲11,20251017,110 年度甲類第11期中央政府建設公債,1.185,20211022,20311022,0.5,1,1,5.9122,5.8429,1947.3209
A10112,110央債甲12,20251013,110 年度甲類第12期中央政府建設公債,1.416,20211112,20411112,0.625,1,1,15.2201,15.0076,11095.8979
A10113,110央債甲13,20251016,110 年度甲類第13期中央政府建設公債,1.459,20211223,20511223,1.125,1,1,22.5014,22.1779,26478.7444
A10201,110央債乙1,20221123,110 年度乙類第 1期中央政府建設公債,1.4505,20210507,20310507,0.375,1,1,8.3205,8.2016,3487.4815
A10202,110央債乙2,20251106,110 年度乙類第 2期中央政府建設公債,1.165,20210820,20280820,0.25,1,1,2.7825,2.7505,502.168
A11101,111央債甲1,20251008,111 年度甲類第 1期中央政府建設公債,1.435,20220118,20420118,1.0,1,1,14.9673,14.7556,11559.3915
A11102,111央債甲2,20251112,111 年度甲類第 2期中央政府建設公債,1.205,20220218,20320218,0.625,1,1,6.141,6.0678,2101.584
A11103,111央債甲3,20250916,111 年度甲類第 3期中央政府建設公債,1.17,20220224,20270224,0.5,1,1,1.439,1.4223,170.5175
A11104,111央債甲4,20250709,111 年度甲類第 4期中央政府建設公債,1.5605,20220304,20420304,0.875,1,1,15.4744,15.2368,11673.0734
A11105,111央債甲5,20251031,111 年度甲類第 5期中央政府建設公債,1.4455,20220520,20520520,2.0,1,1,21.1123,20.8115,29430.2795
A11106,111央債甲6,20251106,111 年度甲類第 6期中央政府建設公債,1.105,20220623,20270623,1.0,1,1,1.6204,1.6027,208.5692
A11107,111央債甲7,20240327,111 年度甲類第 7期中央政府建設公債,1.44,20220630,20320630,1.25,1,1,7.8331,7.7219,3452.6329
A11108,111央債甲8,20251106,111 年度甲類第 8期中央政府建設公債,1.11,20220923,20270923,1.25,1,1,1.8701,1.8495,264.1469
A11109,111央債甲9,20250919,111 年度甲類第 9期中央政府建設公債,1.4805,20220930,20420930,1.875,1,1,14.5902,14.3774,13098.0264
A11110,111央債甲10,20241029,111 年度甲類第10期中央政府建設公債,1.5,20221017,20321017,1.75,1,1,7.5161,7.405,3268.1471
A11111,111央債甲11,20250813,111 年度甲類第11期中央政府建設公債,1.5945,20221111,20521111,2.375,1,1,20.7131,20.388,30559.685
A11201,111央債乙1,20240807,111 年度乙類第 1期中央政府建設公債,1.525,20220110,20320110,0.75,1,1,7.2219,7.1135,2782.5103
A12101,112央債甲1,20251021,112 年度甲類第 1期中央政府建設公債,1.1068,20230117,20280117,1.0,1,1,2.2138,2.1896,352.1649
A12102,112央債甲2,20251022,112 年度甲類第 2期中央政府建設公債,1.1925,20230217,20330217,1.125,1,1,7.0239,6.9411,2829.3822
A12104,112央債甲4,20251105,112 年度甲類第 4期中央政府建設公債,1.361,20230303,20430303,1.375,1,1,15.4181,15.2111,13390.5621
A12105,112央債甲5,20251028,112 年度甲類第 5期中央政府建設公債,1.46,20230512,20530512,1.5,1,1,22.6891,22.3628,29861.9758
A12106,112央債甲6,20250214,112 年度甲類第 6期中央政府建設公債,1.399,20230526,20280526,1.0,1,1,3.2228,3.1784,664.5846
A12107,112央債甲7,20251111,112 年度甲類第 7期中央政府建設公債,1.237,20230609,20330609,1.125,1,1,7.2759,7.1869,2996.8527
A12108,112央債甲8,20251020,112 年度甲類第 8期中央政府建設公債,1.13,20230915,20280915,1.125,1,1,2.8744,2.8423,547.5233
A12109,112央債甲9,20241029,112 年度甲類第 9期中央政府建設公債,1.59,20230922,20430922,1.375,1,1,16.7379,16.476,14949.879
A12110,112央債甲10,20251107,112 年度甲類第10期中央政府建設公債,1.238,20231005,20331005,1.25,1,1,7.5796,7.4869,3254.6272
A12111,112央債甲11,20251105,112 年度甲類第11期中央政府建設公債,1.465,20231122,20531122,1.75,1,1,22.3173,21.9951,31498.3209
A12201,112央債乙1,20250903,112 年度乙類第 1期中央政府建設公債,1.34,20230110,20330110,1.25,1,1,7.0218,6.929,2823.4602
A13101,113央債甲1,20250917,113 年度甲類第 1期中央政府建設公債,1.085,20240105,20260105,1.125,1,1,0.3041,0.3008,19.5601
A13102,113央債甲2,20251111,113 年度甲類第 2期中央政府建設公債,1.375,20240118,20440118,1.375,1,1,16.0624,15.8445,14569.0735
A13103,113央債甲3,20251031,113 年度甲類第 3期中央政府建設公債,1.161,20240129,20290129,1.125,1,1,3.1837,3.1471,662.838
A13104,113央債甲4,20251105,113 年度甲類第 4期中央政府建設公債,1.239,20240223,20340223,1.125,1,1,7.9162,7.8193,3539.4439
A13105,113央債甲5,20250819,113 年度甲類第 5期中央政府建設公債,1.269,20240425,20290425,1.625,1,1,3.5918,3.5468,828.7657
A13106,113央債甲6,20251031,113 年度甲類第 6期中央政府建設公債,1.51,20240524,20540524,1.875,1,1,22.5538,22.2185,32469.3575
A13107,113央債甲7,20251021,113 年度甲類第 7期中央政府建設公債,1.2,20240621,20340621,1.625,1,1,8.1305,8.034,3910.38
A13108,113央債甲8,20251017,113 年度甲類第 8期中央政府建設公債,1.1375,20240913,20290913,1.375,1,1,3.8303,3.7872,922.4514
A13109,113央債甲9,20251020,113 年度甲類第 9期中央政府建設公債,1.3455,20240925,20440925,1.5,1,1,16.668,16.4467,15877.7058
A13110,113央債甲10,20251106,113 年度甲類第10期中央政府建設公債,1.267,20241018,20341018,1.5,1,1,8.4484,8.3427,4100.374
A13111,113央債甲11,20251028,113 年度甲類第11期中央政府建設公債,1.4805,20241115,20541115,1.75,1,1,22.9368,22.6023,33317.5017
A13201,113央債乙1,20251015,113 年度甲類第 1期中央政府建設公債,1.07,20240315,20260315,1.125,1,1,0.4164,0.412,29.0674
A14101,114央債甲1,20251017,114 年度甲類第 1期中央政府建設公債,1.145,20250109,20300109,1.5,1,1,4.0898,4.0435,1064.4265
A14102,114央債甲2,20251028,114 年度甲類第 2期中央政府建設公債,1.09,20250122,20270122,1.25,1,1,1.2261,1.2129,135.6749
A14103,114央債甲3,20251106,114 年度甲類第 3期中央政府建設公債,1.27,20250213,20350213,1.5,1,1,8.6487,8.5403,4374.4533
A14104,114央債甲4,20251014,114 年度甲類第 4期中央政府建設公債,1.24,20250312,20300312,1.5,1,1,4.2678,4.2156,1138.9061
A14105,114央債甲5,20250919,114 年度甲類第 5期中央政府建設公債,1.505,20250327,20450327,1.75,1,1,16.6711,16.4239,16510.5743
A14106,114央債甲6,20251107,114 年度甲類第 6期中央政府建設公債,1.5005,20250516,20550516,1.875,1,1,23.1338,22.792,34463.1357
A14107,114央債甲7,20251031,114 年度甲類第 7期中央政府建設公債,1.25,20250613,20350613,1.5,1,1,8.995,8.884,4688.1772
A14108,114央債甲8,20251017,114 年度甲類第 8期中央政府建設公債,1.17,20250716,20300716,1.25,1,1,4.6277,4.5742,1297.8815
A14109,114央債甲9,20251112,114 年度甲類第 8期中央政府建設公債,1.4,20250910,20450910,1.5,1,1,17.3125,17.0735,17055.1242
A14110,114央債甲10,20251111,114 年度甲類第 10期中央政府建設公債,1.265,20251017,20351017,1.25,1,1,9.4031,9.2856,4917.3646
A14201,114央債乙1,20250828,114 年度乙類第 1期中央政府建設公債,1.3955,20250120,20350120,1.625,1,1,8.7265,8.6064,4442.9437
A90105,90央債甲五,20240220,九十年度甲類第五期中央政府建設公債,1.37,20010717,20310717,3.625,1,1,6.5764,6.4877,3058.8572
A93106,93央債甲六,20250523,九十三年度甲類第六期中央政府建設公債,1.6487,20040527,20340527,3.875,1,1,7.6564,7.5323,4328.1797
A95102,95央債甲二,20250917,九十五年度甲類第二期中央政府建設公債,1.15,20060224,20260224,1.875,1,1,0.4411,0.4361,31.4883
A95107,95央債甲7,20250916,九十五年度甲類第七期中央政府建設公債,1.16,20061110,20261110,2.125,1,1,1.1329,1.1199,122.4926
A96102,96央債甲2,20250709,九十六年度甲類第二期中央政府建設公債,1.235,20070214,20270214,2.0,1,1,1.5862,1.5669,205.065
A96107,96央債甲7,20251020,九十六年度甲類第七期中央政府建設公債,1.124,20071116,20271116,3.0,1,1,1.9927,1.9706,317.75
A97102,97央債甲2,20250515,九十七年度甲類第二期中央政府建設公債,1.5,20080214,20280214,2.5,1,1,2.6836,2.6439,501.1545
A97105,97央債甲5,20250115,九十七年度甲類第五期中央政府建設公債,1.43,20080814,20280814,2.625,1,1,3.436,3.3876,795.8763
A98102,98央債甲2,20250515,98年度甲類第二期中央政府建設公債,1.55,20090216,20290216,2.125,1,1,3.6416,3.5861,853.939
A98105,98央債甲5,20250425,98年度甲類第 5期中央政府建設公債,1.55,20090813,20290813,2.125,1,1,4.1055,4.0429,1083.5066
A99102,99央債甲2,20250624,99年度甲類第 2期中央政府建設公債,1.5701,20100128,20400128,2.25,1,1,12.6212,12.4262,9962.3445
A99104,99央債甲4,20251017,99年度甲類第 4期中央政府建設公債,1.15,20100222,20300222,1.875,1,1,4.1775,4.13,1127.4825
A99107,99央債甲7,20250904,99年度甲類第 7期中央政府建設公債,1.27,20100812,20300812,1.75,1,1,4.7748,4.7149,1399.6693
A99109,99央債甲9,20251017,99年度甲類第 9期中央政府建設公債,1.305,20101228,20401228,2.125,1,1,13.0923,12.9236,11121.0232
B20160,P09亞泥2B,20251021,亞泥 109年度第 2次無擔保普通公司債乙券,1.66,20200618,20270618,0.83,1,1,1.6523,1.6255,210.1636
B20162,P09亞泥3B,20251007,亞泥 109年度第 3次無擔保普通公司債乙券,1.75,20200923,20270923,0.73,1,1,1.9576,1.9241,274.5753
B20163,P09亞泥4A,20250526,亞泥 109年度第 4次無擔保普通公司債甲券,1.7,20201223,20251223,0.57,1,1,0.5809,0.5712,44.2138
B20164,P09亞泥4B,20241105,亞泥 109年度第 4次無擔保普通公司債乙券,1.954,20201223,20271223,0.65,1,1,3.0959,3.0369,593.5539
B20165,P10亞泥1,20250407,亞泥 110年度第 1次無擔保普通公司債,1.83,20210805,20260805,0.6,1,1,1.3258,1.302,147.1805
B20166,P12亞泥1,20250221,亞泥 112年度第 1次無擔保普通公司債,1.95,20230427,20280427,1.6,1,1,3.0905,3.0317,619.6652
B20167,P13亞泥1A,20240426,亞泥 113年度第 1次無擔保普通公司債甲券,1.7,20240426,20290426,1.7,1,1,4.8417,4.7609,1389.1977
B20168,P13亞泥1B,20240426,亞泥 113年度第 1次無擔保普通公司債乙券,1.77,20240426,20310426,1.77,1,1,6.6548,6.5392,2525.8923
B20169,P14亞泥1,20250429,亞泥 114年度第 1次無擔保普通公司債,2.1,20250429,20300429,2.1,1,1,4.8063,4.7079,1364.8665
B20170,P14亞泥2,20250729,亞泥 114年度第 2次無擔保普通公司債,2.08,20250729,20300729,2.08,1,1,4.808,4.7106,1366.118
B20171,P14亞泥3,20250923,亞泥 114年度第 3次無擔保普通公司債,1.9,20250922,20300922,1.9,1,1,4.8211,4.7317,1375.6999
B20244,P07台泥1,20230908,台泥 107年度第 1次無擔保普通公司債,1.93,20180621,20330621,1.7,1,1,9.0728,8.902,4515.7315
B20246,P09台泥1A,20230301,台泥 109年度第 1次無擔保普通公司債甲券,1.61,20200415,20270415,0.69,1,1,4.0582,3.9942,973.274
B20247,P09台泥1B,20200416,台泥 109年度第 1次無擔保普通公司債乙券,0.93,20200415,20350415,0.93,1,1,14.0696,13.94,10818.0597
B20248,P10台泥1A,20250908,台泥 110年度第 1次無擔保普通公司債甲券,1.8549,20210831,20260831,0.59,1,1,0.981,0.9632,92.5388
B20249,P10台泥1B,20210901,台泥 110年度第 1次無擔保普通公司債乙券,0.68,20210831,20280831,0.68,1,1,6.8563,6.81,2690.4788
B20250,P10台泥1C,20210831,台泥 110年度第 1次無擔保普通公司債丙券,0.78,20210831,20310831,0.78,1,1,9.6644,9.5898,5173.8619
B20251,P10台泥1D,20210831,台泥 110年度第 1次無擔保普通公司債丁券,0.9498,20210831,20360831,0.95,1,1,14.0629,13.9311,10798.7725
B20252,P11台泥1A,20231227,台泥 111年度第 1次無擔保普通公司債甲券,1.756,20220608,20280608,1.9,1,1,4.2713,4.1979,1130.1856
B20253,P11台泥1B,20220608,台泥 111年度第 1次無擔保普通公司債乙券,2.15,20220608,20320608,2.15,1,1,9.1263,8.9355,4659.3722
B20254,P11台泥2A,20231018,台泥 111年度第 2次無擔保普通公司債甲券,1.8024,20221125,20271125,2.1,1,1,3.9092,3.8403,981.7583
B20255,P11台泥2B,20221125,台泥 111年度第 2次無擔保普通公司債乙券,2.65,20221125,20321125,2.65,1,1,8.9459,8.717,4489.5952
B20256,P12台泥1A,20250310,台泥 111年度第 3次無擔保普通公司債甲券,2.07,20230113,20300113,2.4,1,1,4.6269,4.5335,1303.0378
B20257,P12台泥1B,20230606,台泥 111年度第 3次無擔保普通公司債乙券,1.888,20230113,20330113,2.65,1,1,8.5789,8.4208,4548.1402
B30441,P08統一1B,20240805,統一 108年度第 1期無擔保普通公司債乙券,1.87,20190515,20260515,0.83,1,1,1.7703,1.7379,232.851
B30443,P08統一2B,20190925,統一 108年度第 2期無擔保普通公司債乙券,0.73,20190925,20260925,0.73,1,1,6.8536,6.804,2683.0916
B30445,P09統一1B,20210811,統一 109年度第 1期無擔保普通公司債乙券,0.5037,20200422,20270422,0.59,1,1,5.6081,5.58,1864.2108
B30447,P09統一2B,20201014,統一 109年度第 2期無擔保普通公司債乙券,0.58,20201014,20271014,0.58,1,1,6.4005,6.3637,2372.6145
B30448,P09統一3,20221021,統一 109年度第 3期無擔保普通公司債,2.085,20201229,20271229,0.43,1,1,4.636,4.5417,1184.5275
B30449,P10統一1A,20250521,統一 110年度第 1期無擔保普通公司債甲券,1.62,20210602,20260602,0.45,1,1,1.0312,1.0148,100.8706
B30450,P10統一1B,20210602,統一 110年度第 1期無擔保普通公司債乙券,0.53,20210602,20280602,0.53,1,1,6.8937,6.8574,2714.9687
B30451,P10統一2A,20210928,統一 110年度第 2期無擔保普通公司債甲券,0.52,20210928,20280928,0.52,1,1,6.4109,6.3778,2380.6192
B30452,P10統一2B,20230201,統一 110年度第 2期無擔保普通公司債乙券,1.65,20210928,20310928,0.56,1,1,7.9774,7.8485,3237.0635
B30453,P11統一1A,20241025,統一 111年度第 1期無擔保普通公司債甲券,1.816,20220914,20270914,1.5,1,1,2.8474,2.7968,527.9323
B30454,P11統一1B,20220914,統一 111年度第 1期無擔保普通公司債乙券,1.6,20220914,20290914,1.6,1,1,6.6863,6.5813,2550.8067
B30455,P12統一1A,20230418,統一 112年度第 1期無擔保普通公司債甲券,1.53,20230418,20280418,1.53,1,1,4.857,4.7841,1399.9429
B30456,P12統一1B,20230418,統一 112年度第 1期無擔保普通公司債乙券,1.62,20230418,20300418,1.62,1,1,6.6825,6.5764,2547.9713
B30457,P12統一2,20251020,統一 112年度第 2期無擔保普通公司債,1.52,20230720,20280720,1.55,1,1,2.2213,2.1881,362.3136
B30458,P12統一3A,20240320,統一 112年度第 3期無擔保普通公司債甲券,1.65,20231018,20281018,1.55,1,1,4.4354,4.3637,1189.5369
B30459,P12統一3B,20231024,統一 112年度第 3期無擔保普通公司債乙券,1.75,20231018,20331018,1.75,1,1,9.2599,9.1013,4787.3484
B30460,P13統一1A,20251020,統一 113年度第 1期無擔保普通公司債甲券,1.54,20240416,20290416,1.6,1,1,3.3984,3.347,742.3778
B30461,P13統一1B,20240416,統一 113年度第 1期無擔保普通公司債乙券,1.72,20240416,20340416,1.72,1,1,9.2878,9.1308,4811.8044
B30462,P13統一2,20250807,統一 113年度第 2期無擔保普通公司債,1.65,20241023,20291023,1.84,1,1,4.0394,3.974,1031.2944
B30463,P14統一1,20250421,統一 114年度第 1期無擔保普通公司債,1.9,20250418,20300418,1.9,1,1,4.3512,4.2703,1149.5771
B30464,P14統一2,20251015,統一 114年度第 2期無擔保普通公司債,1.57,20250919,20300919,1.66,1,1,4.3055,4.2392,1139.3543
B30804,P11聯華1A,20220517,聯華 111年度第 1次有擔保普通公司債甲券,1.2991,20220517,20270517,1.3,1,1,4.878,4.8156,1414.5474
B401D5,P02南亞3B,20220124,南亞 102年度第 2期無擔保普通公司債乙券,0.77,20131218,20251218,2.08,1,1,3.3164,3.2911,757.734
B401D6,P03南亞1,20250919,南亞 103年度第 1期無擔保普通公司債,1.863,20140624,20290624,2.04,1,1,3.1782,3.1204,665.8636
B401DE,P07南亞1C,20220216,南亞 107年度第 1期無擔保普通公司債丙券,0.8,20180906,20280906,1.07,1,1,5.8729,5.8263,2074.2484
B401DG,P08南亞1B,20220216,南亞 108年度第 1期無擔保普通公司債乙券,0.76,20190617,20260617,0.82,1,1,3.7703,3.7419,912.7677
B401DH,P08南亞1C,20190617,南亞 108年度第 1期無擔保普通公司債丙券,0.91,20190617,20290617,0.91,1,1,9.1492,9.0668,4668.5898
B401DK,P08南亞2B,20250609,南亞 108年度第 2期無擔保普通公司債乙券,1.7,20191015,20261015,0.75,1,1,0.8475,0.8334,87.5063
B401DL,P08南亞2C,20191016,南亞 108年度第 2期無擔保普通公司債丙券,0.84,20191015,20291015,0.84,1,1,9.1664,9.09,4714.845
