code,name,date,fullName,avgYld,issueDate,maturity,coupon,payPerYr,compPerYr,durT,mdurT,convT
B903XR,P10台電1A,20210427,台電 110年度第 1期無擔保普通公司債甲類券,0.45,20210416,20260416,0.45,1,1,4.922,4.9,1454.3179
B903XS,P10台電1B,20220407,台電 110年度第 1期無擔保普通公司債乙類券,1.22,20210419,20280419,0.55,1,1,5.9211,5.8499,1955.8546
B903XT,P10台電1C,20210819,台電 110年度第 1期無擔保普通公司債丙類券,0.5915,20210416,20310416,0.62,1,1,9.3852,9.33,4926.7994
B903XU,P10台電2A,20240806,台電 110年度第 2期無擔保普通公司債甲類券,1.875,20210615,20260615,0.44,1,1,1.8564,1.8224,249.1786
B903XV,P10台電2B,20210621,台電 110年度第 2期無擔保普通公司債乙類券,0.49,20210616,20280616,0.49,1,1,6.8836,6.85,2713.2389
B903XW,P10台電2C,20210615,台電 110年度第 2期無擔保普通公司債丙類券,0.6,20210615,20310615,0.6,1,1,9.7403,9.6823,5247.2366
B903XX,P10台電3A,20241226,台電 110年度第 3期無擔保普通公司債甲類券,1.853,20211115,20261115,0.47,1,1,1.8863,1.8521,256.0556
B903XY,P10台電3B,20221125,台電 110年度第 3期無擔保普通公司債乙類券,2.0,20211115,20281115,0.48,1,1,5.9071,5.7919,1805.3612
B903XZ,P10台電3C,20211115,台電 110年度第 3期無擔保普通公司債丙類券,0.6,20211115,20311115,0.6,1,1,9.7403,9.6822,5247.1859
B903Y0,P10台電4A,20250220,台電 110年度第 4期無擔保普通公司債甲類券,1.752,20211215,20261215,0.57,1,1,1.8139,1.7828,241.843
B903Y1,P10台電4B,20221201,台電 110年度第 4期無擔保普通公司債乙類券,1.898,20211215,20281215,0.62,1,1,5.9122,5.8027,1861.8584
B903Y2,P10台電4C,20220407,台電 110年度第 4期無擔保普通公司債丙類券,1.3,20211215,20311215,0.69,1,1,9.3846,9.2645,4581.6931
B903Y3,P11台電1A,20230418,台電 111年度第 1期無擔保普通公司債甲類券,1.543,20220426,20270426,0.85,1,1,3.4563,3.404,755.2016
B903Y4,P11台電1B,20220425,台電 111年度第 1期無擔保普通公司債乙類券,0.89,20220425,20290425,0.89,1,1,6.822,6.7617,2657.8332
B903Y5,P11台電1C,20220427,台電 111年度第 1期無擔保普通公司債丙類券,0.9,20220427,20320427,0.9,1,1,9.6144,9.5284,5125.0706
B903Y7,P11台電2B,20220615,台電 111年度第 2期無擔保普通公司債乙類券,1.7,20220615,20270615,1.7,1,1,4.3737,4.3009,1163.0213
B903Y8,P11台電2C,20250307,台電 111年度第 2期無擔保普通公司債丙類券,1.9,20220615,20290615,1.7,1,1,4.1144,4.0379,1039.7996
B903YA,P11台電3B,20241127,台電 111年度第 3期無擔保普通公司債乙類券,1.852,20220715,20270715,1.7,1,1,2.0999,2.0619,328.3386
B903YB,P11台電3C,20220715,台電 111年度第 3期無擔保普通公司債丙類券,1.8,20220715,20290715,1.8,1,1,6.6493,6.5323,2521.9351
B903YC,P11台電3D,20250728,台電 111年度第 3期無擔保普通公司債丁類券,1.77,20220715,20320715,2.0,1,1,6.5789,6.4649,2519.9231
B903YE,P11台電4B,20241219,台電 111年度第 4期無擔保普通公司債乙類券,1.851,20220815,20270815,1.59,1,1,2.1264,2.0879,333.9001
B903YF,P11台電4C,20230726,台電 111年度第 4期無擔保普通公司債丙類券,1.5975,20220815,20290815,1.65,1,1,5.7306,5.6409,1968.1074
B903YG,P11台電4D,20231114,台電 111年度第 4期無擔保普通公司債丁類券,1.7825,20220817,20320817,1.85,1,1,8.1452,8.0032,3782.854
B903YH,P11台電5A,20250825,台電 111年度第 5期無擔保普通公司債甲類券,1.63,20221018,20271018,1.65,1,1,1.6186,1.5927,221.9226
B903YJ,P11台電5B,20241212,台電 111年度第 5期無擔保普通公司債乙類券,1.903,20221018,20291018,1.7,1,1,4.6907,4.6034,1298.3598
B903YK,P11台電5C,20230817,台電 111年度第 5期無擔保普通公司債丙類券,1.7135,20221018,20321018,1.9,1,1,8.3925,8.2518,4147.5676
B903YM,P11台電6B,20221117,台電 111年度第 6期無擔保普通公司債乙類券,1.95,20221115,20271115,1.95,1,1,4.3504,4.2676,1148.4357
B903YN,P11台電6C,20250729,台電 111年度第 6期無擔保普通公司債丙類券,1.75,20221115,20321115,2.15,1,1,6.7531,6.6373,2758.9792
B903YP,P11台電7A,20250602,台電 111年度第 7期無擔保普通公司債甲類券,1.63,20221215,20251215,1.9,1,1,0.5398,0.5311,40.6449
B903YQ,P11台電7B,20240514,台電 111年度第 7期無擔保普通公司債乙類券,1.845,20221215,20271215,2.05,1,1,3.004,2.9498,607.6239
B903YR,P11台電7C,20230713,台電 111年度第 7期無擔保普通公司債丙類券,1.7,20221215,20321215,2.2,1,1,8.5474,8.4051,4412.5085
B903YS,P12台電1A,20230710,台電 112年度第 1期無擔保普通公司債甲類券,1.4483,20230112,20260112,1.6,1,1,2.4661,2.431,423.741
B903YT,P12台電1B,20250912,台電 112年度第 1期無擔保普通公司債乙類券,1.613,20230111,20280111,1.65,1,1,2.2856,2.2495,371.7697
B903YU,P12台電1C,20250725,台電 112年度第 1期無擔保普通公司債丙類券,1.7,20230112,20300112,1.8,1,1,4.3006,4.229,1140.9037
B903YV,P12台電1D,20230511,台電 112年度第 1期無擔保普通公司債丁類券,1.7633,20230112,20330112,1.9,1,1,8.8964,8.743,4543.0701
B903YW,P12台電2A,20230420,台電 112年度第 2期無擔保普通公司債甲類券,1.44,20230420,20260420,1.44,1,1,2.9613,2.9193,573.233
B903YX,P12台電2B,20250619,台電 112年度第 2期無擔保普通公司債乙類券,1.777,20230420,20280420,1.53,1,1,2.7948,2.7462,513.161
B903YY,P12台電2C,20230516,台電 112年度第 2期無擔保普通公司債丙類券,1.587,20230420,20300420,1.6,1,1,6.615,6.5121,2507.1776
B903YZ,P12台電2D,20230707,台電 112年度第 2期無擔保普通公司債丁類券,1.717,20230420,20330420,1.8,1,1,9.0454,8.8934,4645.0064
B903Z1,P12台電3A,20241122,台電 112年度第 3期無擔保普通公司債甲類券,1.83,20230615,20260615,1.45,1,1,1.5504,1.5227,191.4413
B903Z2,P12台電3B,20250905,台電 112年度第 3期無擔保普通公司債乙類券,1.64,20230615,20280615,1.57,1,1,2.7335,2.6895,498.2786
B903Z3,P12台電3C,20250305,台電 112年度第 3期無擔保普通公司債丙類券,1.955,20230615,20300615,1.6,1,1,5.0529,4.9563,1499.8368
B903Z4,P12台電3D,20250902,台電 112年度第 3期無擔保普通公司債丁類券,1.775,20230615,20330615,1.78,1,1,7.3219,7.1947,3055.953
B903Z5,P12台電4A,20230823,台電 112年度第 4期無擔保普通公司債甲類券,1.45,20230815,20260815,1.45,1,1,2.939,2.8972,565.8824
B903Z6,P12台電4B,20250729,台電 112年度第 4期無擔保普通公司債乙類券,1.66,20230815,20280815,1.57,1,1,2.9585,2.9104,583.5907
B903Z7,P12台電4C,20250722,台電 112年度第 4期無擔保普通公司債丙類券,1.77,20230815,20300815,1.63,1,1,4.8355,4.7517,1412.9248
B903Z8,P12台電4D,20230901,台電 112年度第 4期無擔保普通公司債丁類券,1.735,20230815,20330815,1.72,1,1,9.2409,9.084,4764.2232
B903Z9,P12台電5A,20231018,台電 112年度第 5期無擔保普通公司債甲類券,1.57,20231018,20281018,1.57,1,1,4.8534,4.7786,1397.4134
B903ZA,P12台電5B,20250708,台電 112年度第 5期無擔保普通公司債乙類券,1.83,20231018,20301018,1.6,1,1,5.0533,4.9628,1513.0798
B903ZB,P12台電5C,20231018,台電 112年度第 5期無擔保普通公司債丙類券,1.72,20231018,20331018,1.72,1,1,9.2879,9.1314,4812.4145
B903ZC,P12台電6A,20250729,台電 112年度第 6期無擔保普通公司債甲類券,1.657,20231215,20281215,1.7,1,1,3.2859,3.2325,700.1991
B903ZD,P12台電6B,20231215,台電 112年度第 6期無擔保普通公司債乙類券,1.7,20231215,20301215,1.7,1,1,6.6677,6.5567,2536.3339
B903ZE,P12台電6C,20231220,台電 112年度第 6期無擔保普通公司債丙類券,1.81,20231215,20331215,1.81,1,1,9.2398,9.0764,4768.1561
B903ZF,P13台電1A,20250729,台電 113年度第 1期無擔保普通公司債甲類券,1.637,20240110,20290110,1.7,1,1,2.5952,2.5535,468.8751
B903ZG,P13台電1B,20240112,台電 113年度第 1期無擔保普通公司債乙類券,1.8098,20240112,20340112,1.81,1,1,9.2536,9.0898,4779.9625
B903ZH,P13台電2A,20250729,台電 113年度第 2期無擔保普通公司債甲類券,1.647,20240425,20290425,1.66,1,1,2.8858,2.8392,557.3051
B903ZJ,P13台電2B,20240425,台電 113年度第 2期無擔保普通公司債乙類券,1.69,20240425,20310425,1.69,1,1,6.6695,6.5588,2537.4536
B903ZK,P13台電2C,20240426,台電 113年度第 2期無擔保普通公司債丙類券,1.77,20240426,20340426,1.77,1,1,9.2686,9.1076,4793.5931
B903ZL,P13台電3A,20241014,台電 113年度第 3期無擔保普通公司債甲類券,1.905,20240618,20290618,1.95,1,1,3.7547,3.6848,887.6214
B903ZM,P13台電3B,20250604,台電 113年度第 3期無擔保普通公司債乙類券,1.9,20240618,20310618,1.98,1,1,5.6532,5.5482,1929.6552
B903ZN,P13台電3C,20240618,台電 113年度第 3期無擔保普通公司債丙類券,2.08,20240618,20340618,2.08,1,1,9.152,8.9662,4683.1553
B903ZP,P13台電4A,20240723,台電 113年度第 4期無擔保普通公司債甲類券,1.95,20240719,20290719,1.92,1,1,4.0685,3.991,1011.7655
B903ZQ,P13台電4B,20240719,台電 113年度第 4期無擔保普通公司債乙類券,1.95,20240719,20310719,1.95,1,1,6.6219,6.4957,2500.2558
B903ZR,P13台電4C,20240719,台電 113年度第 4期無擔保普通公司債丙類券,2.03,20240719,20340719,2.03,1,1,9.1706,8.9888,4700.7748
B903ZS,P13台電5A,20250724,台電 113年度第 5期無擔保普通公司債甲類券,1.65,20240916,20290916,1.9,1,1,3.2282,3.1759,698.0099
B903ZT,P13台電5B,20240916,台電 113年度第 5期無擔保普通公司債乙類券,1.92,20240916,20310916,1.92,1,1,6.6274,6.5031,2504.6328
B903ZU,P13台電5C,20240916,台電 113年度第 5期無擔保普通公司債丙類券,1.99,20240916,20340916,1.99,1,1,9.1856,9.0072,4715.2065
B903ZV,P13台電6A,20250103,台電 113年度第 6期無擔保普通公司債甲類券,1.87,20241115,20291115,1.88,1,1,3.9478,3.8755,964.4643
B903ZW,P13台電6B,20241115,台電 113年度第 6期無擔保普通公司債乙類券,1.9,20241115,20311115,1.9,1,1,6.631,6.5078,2507.4045
B903ZX,P13台電6C,20241115,台電 113年度第 6期無擔保普通公司債丙類券,1.93,20241115,20341115,1.93,1,1,9.2081,9.0343,4736.3627
B903ZY,P13台電7A,20241216,台電 113年度第 7期無擔保普通公司債甲類券,1.9,20241216,20291216,1.9,1,1,4.0807,4.0049,1019.0021
B903ZZ,P13台電7B,20250723,台電 113年度第 7期無擔保普通公司債乙類券,1.78,20241216,20311216,1.9,1,1,6.0296,5.9246,2156.5627
B90413,P09元大債2,20211118,元大證金 109年度第 1期無擔保普通公司債乙券,0.595,20200506,20270506,0.67,1,1,5.3676,5.3359,1719.0629
B90414,P13元大債1,20241009,元大證金 113年度第 1期無擔保普通公司債,2.05,20241008,20291008,2.05,1,1,4.8079,4.7118,1366.566
B91012,P08凱基證3,20191122,凱基證 108年度第 1次無擔保普通公司債丙券,0.83,20191122,20261122,0.83,1,1,6.8338,6.7777,2667.4124
B91013,P10凱基證1A,20250609,凱基證 110年度第 1次無擔保普通公司債甲券,1.805,20210709,20260709,0.51,1,1,1.08,1.0609,107.6319
B91014,P10凱基證1B,20210709,凱基證 110年度第 1次無擔保普通公司債乙券,0.55,20210709,20280709,0.55,1,1,6.8896,6.852,2711.7675
B91015,P13凱基證1,20240528,凱基證 113年度第 1次無擔保次順位普通公司債,2.2,20240528,20340528,2.2,1,1,9.1077,8.9127,4641.4622
B921A5,P10陽明1A,20210428,陽明國內第19次有擔保普通公司債 A券,0.45,20210428,20260428,0.45,1,1,4.4672,4.4473,1226.9713
B921A6,P10陽明1B,20220615,陽明國內第19次有擔保普通公司債 B券,1.41,20210428,20260428,0.45,1,1,3.3495,3.3031,699.8701
B921A7,P10陽明1C,20210429,陽明國內第19次有擔保普通公司債 C券,0.45,20210428,20260428,0.45,1,1,4.46,4.44,1228.8315
B921A8,P10陽明1D,20210428,陽明國內第19次有擔保普通公司債 D券,0.45,20210428,20260428,0.45,1,1,4.4672,4.4473,1226.9713
B921A9,P10陽明1E,20210428,陽明國內第19次有擔保普通公司債 E券,0.45,20210428,20260428,0.45,1,1,4.4672,4.4473,1226.9713
B921AA,P10陽明1F,20210428,陽明國內第19次有擔保普通公司債 F券,0.45,20210428,20260428,0.45,1,1,4.4672,4.4473,1226.9713
B921AC,P10陽明1H,20210428,陽明國內第19次有擔保普通公司債 H券,0.49,20210428,20280428,0.49,1,1,6.4161,6.3849,2384.6499
B921AD,P10陽明1J,20210428,陽明國內第19次有擔保普通公司債 I券,0.49,20210428,20280428,0.49,1,1,6.4161,6.3849,2384.6499
B92356,P10遠鼎1,20250725,遠鼎投資 110年度第 1次無擔保普通公司債,1.77,20210629,20260629,0.65,1,1,0.9316,0.9155,86.0323
B92357,P12遠鼎1A,20250919,遠鼎投資 112年度第 1次無擔保普通公司債甲券,1.75,20230628,20260628,1.6,1,1,0.7754,0.7622,66.6573
B92358,P12遠鼎1B,20230628,遠鼎投資 112年度第 1次無擔保普通公司債乙券,1.68,20230628,20280628,1.68,1,1,4.3751,4.3032,1164.0252
B92361,P12遠鼎3,20251008,遠鼎投資 112年度第 3次無擔保普通公司債,1.85,20231228,20271228,1.9,1,1,2.1693,2.1301,340.9967
B92362,P13遠鼎1,20250122,遠鼎投資 113年度第 1次無擔保普通公司債,1.9,20240729,20270729,1.95,1,1,2.4619,2.4162,419.16
B92363,P14遠鼎1,20250429,遠鼎投資 114年度第 1次無擔保普通公司債,2.15,20250429,20300429,2.15,1,1,4.1577,4.0707,1053.1054
B92364,P14遠鼎2A,20250922,遠鼎投資 114年度第 2次無擔保普通公司債甲券,1.99,20250922,20280922,1.99,1,1,2.9463,2.8891,563.2565
B92365,P14遠鼎2B,20250922,遠鼎投資 114年度第 2次無擔保普通公司債乙券,2.05,20250922,20300922,2.05,1,1,4.8107,4.7146,1367.9432
B92602,P09永昌證1,20230920,華南永昌證券 109年度第 1次無擔保次順位公司債,1.58,20201208,20261208,0.96,1,1,3.1629,3.1139,636.6705
B92603,P13永昌證1,20250113,華南永昌證券 113年度第 1次無擔保次順位公司債,2.5005,20241030,20341030,2.5,1,1,8.7925,8.5795,4377.0123
B93542,P10裕融1,20251029,裕融 110年度第 1期無擔保普通公司債,1.72,20210608,20260608,0.73,1,1,0.611,0.6007,47.4241
B93543,P12裕融1,20230426,裕融 112年度第 1期無擔保普通公司債,1.7,20230426,20280426,1.7,1,1,4.3737,4.301,1163.0483
B94169,P09台灣大2,20220421,台灣大第六次無擔保普通公司債乙券,1.56,20200324,20270324,0.66,1,1,4.862,4.7876,1332.4566
B94170,P09台灣大3,20200324,台灣大第六次無擔保普通公司債丙券,0.72,20200324,20300324,0.72,1,1,9.6895,9.6204,5198.1106
B94171,P10台灣大1,20210715,台灣大第七次無擔保普通公司債,0.53,20210713,20280713,0.53,1,1,6.8863,6.85,2712.664
B94172,P12台灣大1,20250903,台灣大 112年度第 1次無擔保普通公司債,1.53,20230522,20280522,1.537,1,1,2.6742,2.634,482.2387
B94173,P13台灣大1,20240927,台灣大 113年度第 1次無擔保普通公司債,1.89,20240927,20290927,1.89,1,1,4.8248,4.7356,1377.5938
B94174,P14台灣大1,20250428,台灣大 114年度第 1次無擔保普通公司債,1.9,20250428,20300428,1.9,1,1,4.8239,4.7343,1376.9673
B94274,P08華航1B,20221117,華航 108年度國內第 1次無擔保普通公司債乙券,2.49,20190621,20260621,1.32,1,1,3.0351,2.962,582.1768
B94275,P12華航1,20240319,華航 112年度國內第 1次無擔保普通公司債,1.79,20230522,20280522,1.9,1,1,3.5337,3.4719,817.3865
B94276,P14華航1,20251031,華航 114年度國內第 1次無擔保普通公司債,2.1,20250828,20300828,2.18,1,1,4.1642,4.0792,1069.3481
B94646,P08遠傳1B,20250527,遠傳 108年度國內第 1次無擔保普通公司債乙類券,1.75,20190625,20260625,0.81,1,1,1.0743,1.0559,107.7323
B94647,P08遠傳2A,20240612,遠傳 108年度國內第 2次無擔保普通公司債甲類券,1.85,20191220,20261220,0.8,1,1,2.0081,1.9718,298.8244
B94648,P08遠傳2B,20191220,遠傳 108年度國內第 2次無擔保普通公司債乙類券,0.85,20191220,20291220,0.85,1,1,9.1673,9.09,4713.978
B94650,P09遠傳1B,20200316,遠傳 109年度國內第 1次無擔保普通公司債乙類券,0.7,20200316,20270316,0.7,1,1,6.8596,6.812,2687.8813
B94651,P09遠傳1C,20200511,遠傳 109年度國內第 1次無擔保普通公司債丙類券,0.77,20200316,20300316,0.77,1,1,9.5127,9.44,5032.2449
B94652,P09遠傳2,20200602,遠傳 109年度國內第 2次無擔保普通公司債,0.73,20200602,20270602,0.73,1,1,6.8536,6.8041,2683.1542
B94653,P10遠傳1,20230113,遠傳 110年度國內第 1次無擔保普通公司債,1.59,20210604,20280604,0.55,1,1,5.3124,5.2296,1556.76
B94654,P11遠傳1,20220329,遠傳 111年度國內第 1次無擔保普通公司債,0.88,20220329,20270329,0.88,1,1,4.6781,4.6372,1315.4298
B94655,P11遠傳2,20240709,遠傳 111年度國內第 2次無擔保普通公司債,1.89,20220908,20270908,1.7,1,1,3.0715,3.0147,617.987
B94656,P12遠傳1A,20230310,遠傳 112年度國內第 1次無擔保普通公司債甲類券,1.45,20230310,20280310,1.45,1,1,4.8643,4.795,1404.9753
B94658,P12遠傳2,20230614,遠傳 112年度國內第 2次無擔保普通公司債,1.57,20230614,20280614,1.57,1,1,4.8534,4.7787,1397.4543
B94659,P12遠傳3A,20230802,遠傳 112年度國內第 3次無擔保普通公司債甲類券,1.6,20230731,20280731,1.6,1,1,4.8452,4.7692,1392.8647
B94660,P12遠傳3B,20230731,遠傳 112年度國內第 3次無擔保普通公司債乙類券,1.65,20230731,20300731,1.65,1,1,6.677,6.5691,2543.6235
B94661,P13遠傳1A,20240312,遠傳 113年度國內第 1次無擔保普通公司債甲類券,1.68,20240312,20290312,1.68,1,1,4.8435,4.7638,1390.5873
B94662,P13遠傳1B,20240312,遠傳 113年度國內第 1次無擔保普通公司債乙類券,1.72,20240312,20310312,1.72,1,1,6.664,6.5518,2533.4176
B94663,P14遠傳1A,20250312,遠傳 114年度國內第 1次無擔保普通公司債甲類券,1.91,20250312,20280312,1.91,1,1,2.9484,2.8934,564.6456
B94664,P14遠傳1B,20250312,遠傳 114年度國內第 1次無擔保普通公司債乙類券,1.96,20250312,20300312,1.96,1,1,4.8186,4.7262,1373.2486
B94704,P10宏全1,20230912,宏全 110年度國內第 1次無擔保普通公司債,1.7016,20211126,20261126,0.75,1,1,3.1642,3.1116,626.7966
B94898,P08高鐵1,20191114,台灣高鐵 108年度第 1期無擔保普通公司債,1.6,20191114,20491114,1.6,1,1,24.1419,23.7642,33492.1468
B94899,P09高鐵1,20200701,台灣高鐵 109年度第 1期無擔保普通公司債,1.3,20200701,20500701,1.3,1,1,25.0925,24.7724,35550.8533
B95026,P07華控1B,20180109,華南金 106年度第 1期次順位無擔保普通公司債-B,1.75,20180109,20280109,1.75,1,1,9.2765,9.118,4801.9692
B95027,P09華控1,20230816,華南金 108年度第 1期無擔保普通公司債,1.685,20200109,20300109,0.88,1,1,6.2215,6.1189,2113.6062
B95028,P11華控1A,20221222,華南金 111年度第 1期無擔保普通公司債 A券,2.15,20221222,20271222,2.15,1,1,4.8019,4.7016,1361.9991
B95029,P11華控1B,20221222,華南金 111年度第1期無擔保次順位普通公司債B券,2.4,20221222,20291222,2.4,1,1,6.5416,6.3897,2438.0254
B95030,P11華控1C,20221222,華南金 111年度第1期無擔保次順位普通公司債C券,2.7,20221222,20321222,2.7,1,1,8.9284,8.6961,4473.5052
B95121,P08中租1B,20250526,中租迪和 108年度第 1次無擔保普通公司債乙券,1.858,20190509,20260509,1.15,1,1,0.9563,0.939,89.6155
B95123,P09中租2A,20210519,中租迪和 109年度第 2次無擔保普通公司債甲券,0.73,20201012,20271012,0.73,1,1,6.2453,6.2,2275.4267
B95124,P09中租2B,20201012,中租迪和 109年度第 2次無擔保普通公司債乙券,0.9,20201012,20301012,0.9,1,1,9.6145,9.5291,5125.7838
B95125,P10中租1A,20230130,中租迪和 110年度第 1次無擔保普通公司債甲券,1.67,20210625,20280625,0.68,1,1,5.3042,5.2175,1558.4354
B95126,P10中租1B,20210625,中租迪和 110年度第 1次無擔保普通公司債乙券,0.85,20210625,20310625,0.85,1,1,9.6352,9.5543,5145.7055
B95127,P10中租1C,20210625,中租迪和 110年度第 1次無擔保普通公司債丙券,1.0,20210625,20360625,1.0,1,1,14.0164,13.8782,10739.4853
B95128,P10中租2A,20211008,中租迪和 110年度第 2次無擔保普通公司債甲券,0.7,20211008,20281008,0.7,1,1,6.8596,6.812,2687.9003
B95129,P10中租2B,20211008,中租迪和 110年度第 2次無擔保普通公司債乙券,0.85,20211008,20311008,0.85,1,1,9.6352,9.5543,5145.6936
B95130,P11中租1A,20220330,中租迪和 111年度第 1次無擔保普通公司債甲券,1.0,20220330,20270330,1.0,1,1,4.9059,4.8574,1433.8456
B95131,P11中租1B,20220330,中租迪和 111年度第 1次無擔保普通公司債乙券,1.15,20220330,20290330,1.15,1,1,6.7715,6.6947,2618.0292
B95132,P11中租1C,20220330,中租迪和 111年度第 1次無擔保普通公司債丙券,1.3,20220330,20320330,1.3,1,1,9.4521,9.3312,4969.4672
B95134,P11中租2B,20220914,中租迪和 111年度第 2次無擔保普通公司債乙券,2.2,20220914,20290914,2.2,1,1,6.577,6.4364,2465.444
B95135,P12中租1A,20230512,中租迪和 112年度第 1次無擔保普通公司債甲券,1.7,20230330,20280330,1.7,1,1,4.724,4.6455,1331.9701
B95136,P12中租1B,20230330,中租迪和 112年度第 1次無擔保普通公司債乙券,1.85,20230330,20300330,1.85,1,1,6.6401,6.5202,2514.7779
B95137,P12中租1C,20230330,中租迪和 112年度第 1次無擔保普通公司債丙券,2.0,20230330,20330330,2.0,1,1,9.1819,9.003,4712.0279
B95138,P12中租2A,20231103,中租迪和 112年度第 2次無擔保普通公司債甲券,1.75,20231103,20281103,1.75,1,1,4.8372,4.7544,1386.2524
B95139,P12中租2B,20231103,中租迪和 112年度第 2次無擔保普通公司債乙券,1.85,20231103,20301103,1.85,1,1,6.6401,6.5201,2514.726
B95140,P12中租2C,20231103,中租迪和 112年度第 2次無擔保普通公司債丙券,1.95,20231103,20331103,1.95,1,1,9.2007,9.0257,4729.6768
B95141,P13中租1A,20240322,中租迪和 113年度第 1次無擔保普通公司債甲券,1.82,20240322,20310322,1.82,1,1,6.6456,6.5273,2518.9121
B95142,P13中租1B,20240322,中租迪和 113年度第 1次無擔保普通公司債乙券,1.92,20240322,20340322,1.92,1,1,9.2119,9.0391,4740.1337
B95143,P13中租2A,20241125,中租迪和 113年度第 2次無擔保普通公司債甲券,2.0,20241125,20291125,2.0,1,1,4.815,4.721,1370.8799
B95144,P13中租2B,20241125,中租迪和 113年度第 2次無擔保普通公司債乙券,2.05,20241125,20311125,2.05,1,1,6.6038,6.4718,2486.187
B95145,P13中租2C,20241125,中租迪和 113年度第 2次無擔保普通公司債丙券,2.15,20241125,20341125,2.15,1,1,9.1261,8.935,4658.8854
B95146,P14中租1A,20250815,中租迪和 114年度第 1次無擔保普通公司債甲券,2.1,20250815,20280815,2.1,1,1,2.9433,2.8832,561.2998
B95147,P14中租1B,20250915,中租迪和 114年度第 1次無擔保普通公司債乙券,2.15,20250815,20300815,2.15,1,1,4.7168,4.6182,1321.4781
B95355,P09兆豐1A,20200527,兆豐金 109年度第 1期無擔保普通公司債甲券,0.66,20200527,20270527,0.66,1,1,6.8676,6.8226,2694.2191
B95356,P09兆豐1B,20210222,兆豐金 109年度第 1期無擔保普通公司債乙券,0.6225,20200527,20300527,0.71,1,1,8.9453,8.89,4552.0748
B95357,P12兆豐1A,20230824,兆豐金 112年度第 1期無擔保普通公司債甲券,1.5,20230824,20260824,1.5,1,1,2.9596,2.916,572.136
B95358,P12兆豐1B,20251020,兆豐金 112年度第 1期無擔保普通公司債乙券,1.58,20230824,20280824,1.6,1,1,2.801,2.7576,521.0689
B95359,P12兆豐1C,20230824,兆豐金 112年度第 1期無擔保普通公司債丙券,1.64,20230824,20300824,1.64,1,1,6.6788,6.5715,2545.0733
B95453,P08中控1A,20201014,中信金 107年度第 1次無擔保次順位普通公司債-A,0.7005,20190116,20260116,1.3,1,1,5.0753,5.04,1614.8152
B95454,P08中控1B,20190625,中信金 107年度第 1次無擔保次順位普通公司債-B,1.4025,20190116,20310116,1.55,1,1,10.6168,10.47,6457.3379
B95455,P09中控1A,20200903,中信金 109年度第 1次無擔保次順位普通公司債-A,0.85,20200624,20270624,0.9,1,1,6.6256,6.57,2533.8457
B95456,P09中控1B,20240815,中信金 109年度第 1次無擔保次順位普通公司債-B,2.185,20200624,20300624,1.05,1,1,5.708,5.5867,1746.8108
B95458,P09中控2B,20230818,中信金 109年度第 2次無擔保普通公司債 B券,1.6016,20200917,20270917,0.65,1,1,4.0208,3.9577,955.9889
B95459,P09中控2C,20200917,中信金 109年度第 2次無擔保普通公司債 C券,0.68,20200917,20290917,0.68,1,1,8.7652,8.7061,4285.7402
B95460,P09中控2D,20200917,中信金 109年度第 2次無擔保普通公司債 D券,0.69,20200917,20300917,0.69,1,1,9.7022,9.6359,5210.3949
B95461,P10中控1A,20240827,中信金 109年度第 3次無擔保普通公司債 A券,1.82,20210121,20260121,0.4,1,1,1.4018,1.3768,159.7776
B95462,P10中控1B,20240105,中信金 109年度第 3次無擔保普通公司債 B券,1.655,20210121,20280121,0.44,1,1,4.0034,3.9385,933.4761
B95464,P11中控1B,20220121,中信金 111年度第 1次無擔保普通公司債 B券,0.7,20220121,20290121,0.7,1,1,6.8596,6.8119,2687.8305
B95465,P11中控1C,20220121,中信金 111年度第 1次無擔保普通公司債 C券,0.8,20220121,20320121,0.8,1,1,9.656,9.5795,5165.6252
B95466,P11中控2,20220614,中信金 111年度第 2次無擔保普通公司債,1.6,20220614,20270614,1.6,1,1,4.8507,4.7746,1395.545
B95467,P14中控1A,20250902,中信金 114年度第 1次無擔保普通公司債 A券,1.98,20250902,20300902,1.98,1,1,4.8168,4.7238,1372.1736
B95468,P14中控1B,20250902,中信金 114年度第 1次無擔保普通公司債 B券,2.02,20250902,20320902,2.02,1,1,6.6093,6.4791,2490.5552
B95469,P14中控1C,20250902,中信金 114年度第 1次無擔保普通公司債 C券,2.1,20250902,20350902,2.1,1,1,9.1447,8.9577,4676.6265
B95470,P14中控1D,20250902,中信金 114年度第 1次無擔保普通公司債 D券,2.17,20250902,20400902,2.17,1,1,13.0061,12.7316,9473.1478
B95550,P06凱控1B,20190815,凱基金 106年度第 1次無擔保次順位普通公司債乙,1.255,20170908,20270908,1.9,1,1,7.4422,7.35,3439.1962
B95551,P06凱控1C,20191121,凱基金 106年度第 1次無擔保次順位普通公司債丙,1.495,20170908,20320908,2.1,1,1,11.3674,11.2,7867.2389
B95552,P08凱控1A,20250609,凱基金 108年度第 1次無擔保普通公司債甲券,1.815,20190808,20260808,0.88,1,1,1.1585,1.138,120.6378
B95553,P08凱控1B,20210324,凱基金 108年度第 1次無擔保普通公司債乙券,0.8013,20190808,20290808,1.0,1,1,8.0339,7.97,3745.4255
B95555,P09凱控1B,20200520,凱基金 109年度第 1次無擔保普通公司債乙券,0.95,20200520,20350520,0.95,1,1,14.0629,13.931,10798.3164
